,11135530,9660,Brakel,New-real-estate-project-houses,Unnamed: 4,From 389000 To 498500,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
768,11003837,2170,Merksem,Apartment,,209000,2.0,85.0,,0.0,,,,,,,Good
769,11141095,2550,Kontich,House,,1285000,6.0,355.0,,,,,,4540.0,4.0,,Good
770,11141088,6044,Roux,House,,159000,3.0,126.0,,0.0,,,,,2.0,,Good
771,11141082,2000,Antwerp,House,,650000,8.0,240.0,,0.0,,,,65.0,2.0,0.0,To renovate
772,11141091,7170,Manage,House,,265000,6.0,200.0,,0.0,,,,,3.0,,Good
773,11141072,1180,Uccle,Apartment,,530000,2.0,104.0,,0.0,,9.0,,,3.0,0.0,Just renovated
774,11141070,1180,Uccle,Appartment,Penthouse,525000,2.0,88.0,,0.0,,14.0,,,3.0,0.0,Just renovated
775,11141068,1180,Uccle,Appartment,Penthouse,650000,2.0,122.0,,0.0,,24.0,,,2.0,0.0,Just renovated
776,11140976,2480,Dessel,House,,305000,3.0,134.0,,,,,,683.0,4.0,,
777,11123963,8660,De-panne,Apartment,,187000,3.0,86.0,,,,,,,4.0,,To restore
778,11140975,2400,Mol,House,,469000,3.0,191.0,,,,,,696.0,4.0,,As new
779,11124681,7000,Mons,New-real-estate-project-apartments,,From 255000 To 299000,,,,,,,,,,,
780,11123006,1081,Koekelberg,Apartment,,215000,2.0,84.0,,0.0,,8.0,,,2.0,0.0,To be done up
781,11140971,1180,Uccle,New-real-estate-project-apartments,,From 150000 To 980000,,,,,,,,,,,
782,11126262,2500,Lier,Apartment,,279000,2.0,93.0,,,,,,,2.0,,Good
783,11127025,1755,Gooik,Apartment,,269000,2.0,119.0,,,,,,,,,Just renovated
784,11124085,2830,Willebroek,Apartment,,275000,2.0,101.0,,,,,,,2.0,,Good
785,11122694,9810,Nazareth,New-real-estate-project-apartments,,275000,2.0,101.0,,,,,,,2.0,,Good
786,11124372,1150,Woluwe-saint-pierre,New-real-estate-project-apartments,,From 681000 To 739000,,,,,,,,,,,
787,11122935,1160,Auderghem,New-real-estate-project-apartments,,From 480000 To 655000,,,,,,,,,,,
788,11127856,9300,Aalst,New-real-estate-project-apartments,,From 211950 To 498750,,,,,,,,,,,
789,11133792,1160,Auderghem,Apartment,,375000,2.0,110.0,,0.0,,9.0,,,3.0,0.0,Good
790,11133788,1150,Woluwe-saint-pierre,Apartment,,335000,2.0,95.0,,0.0,,5.0,,,2.0,0.0,To be done up
791,11133899,1000,Bruxelles,Apartment,,385000,2.0,85.0,,,,14.0,,,,0.0,As new
792,11134961,1200,Woluwe-saint-lambert,Apartment,,425000,2.0,95.0,,0.0,,12.0,,,2.0,,Good
793,11133789,1200,Woluwe-saint-lambert,Apartment,,400000,2.0,83.0,,0.0,,,,,2.0,,Just renovated
794,11135023,1050,Ixelles,Apartment,,245000,1.0,75.0,,0.0,,,,,2.0,0.0,Good
795,11134864,8300,Knokke-heist,Apartment,,1345000,3.0,121.0,,1.0,,,,,3.0,0.0,As new
796,11137918,9230,Wetteren,Apartment,,342000,2.0,103.0,,0.0,,22.0,,,4.0,0.0,As new
797,11137915,9230,Wetteren,Apartment,,338000,2.0,94.0,,0.0,,20.0,,,4.0,0.0,As new
798,11122912,6970,Tenneville,Apartment,,219900,2.0,93.0,,0.0,,,,,3.0,,As new
799,11138570,1190,Forest,Apartment,,275000,2.0,75.0,,,,4.0,,,2.0,0.0,Good
800,11121761,9600,Ronse,Apartment,,215000,2.0,128.0,,,,4.0,,,3.0,,Just renovated
801,11095229,8490,Jabbeke,Apartment,,299000,4.0,136.0,,,,14.0,,,2.0,,Good
802,11120651,1000,Brussels-city,Apartment,,195000,1.0,33.0,,1.0,,3.0,,,3.0,,Good
803,11120115,6890,Libin,New-real-estate-project-apartments,,From 239900 To 274900,,,,,,,,,,,
804,11121347,2180,Ekeren,New-real-estate-project-apartments,,From 239000 To 419000,,,,,,,,,,,
805,11120131,4101,Seraing,Apartment,,235000,3.0,100.0,,0.0,,10.0,27000.0,,4.0,0.0,Good
806,11120015,9000,Gent,New-real-estate-project-apartments,,From 419000 To 425000,,,,,,,,,,,
807,10953348,9240,Zele,House,,249000,4.0,,,,,,,249.0,2.0,,To be done up
808,11121315,2275,Poederlee,New-real-estate-project-apartments,,From 310000 To 315000,,,,,,,,,,,
809,11141213,1050,Ixelles,House,,3995000,6.0,900.0,,1.0,,20.0,80.0,340.0,2.0,0.0,As new
810,11141217,1050,Ixelles,House,Apartment-block,950000,4.0,330.0,,,,,40.0,140.0,2.0,,Good
811,11120020,9052,Gent-zwijnaarde,New-real-estate-project-apartments,,From 367726 To 556453,,,,,,,,,,,
812,11141206,2050,Antwerp,Apartment,,279500,3.0,110.0,,,,,,,2.0,,Good
813,11141203,9820,Merelbeke,House,Mixed-use-building,625000,4.0,323.0,,0.0,,45.0,494.0,494.0,3.0,,As new
814,11141205,2610,Wilrijk,Apartment,,320000,3.0,98.0,,0.0,,,,,3.0,,Good
815,11141204,8433,Middelkerke,Apartment,,170000,2.0,68.0,,1.0,,2.0,,,2.0,,
816,11141207,2845,Niel,House,,209000,3.0,145.0,,0.0,,,,115.0,2.0,,To renovate
817,11141208,7110,La%20louvi%c3%a8re,House,,119000,2.0,140.0,,0.0,,50.0,70.0,210.0,2.0,,To renovate
818,11141198,9280,Lebbeke,House,,299000,3.0,248.0,,0.0,,,,164.0,2.0,,To be done up
819,10430826,2000,Antwerp,Flat-studio,,127500,,30.0,,1.0,,6.0,,,4.0,,Good
820,11141202,1180,Uccle,House,,495000,4.0,160.0,,0.0,,32.0,,108.0,2.0,0.0,As new
821,11141197,6200,Ch%c3%a2telet,Villa,,430000,4.0,280.0,,0.0,,51.0,900.0,1040.0,4.0,1.0,As new
822,11141201,1180,Uccle,House,Apartment-block,495000,4.0,160.0,,0.0,,32.0,,108.0,2.0,0.0,As new
823,11141195,3020,Herent,House,,575000,3.0,176.0,,0.0,,,,356.0,4.0,0.0,As new
824,11141191,1410,Waterloo,Apartment,,345000,1.0,64.0,,0.0,,5.0,,,2.0,0.0,As new
825,11141194,3300,Tienen%20kumtich,Appartment,Duplex,349000,3.0,107.0,,0.0,,10.0,,,4.0,,As new
826,11141192,1410,Waterloo,Appartment,Duplex,506650,3.0,117.0,,0.0,,32.0,90.0,,2.0,0.0,As new
827,11141189,8930,Rekkem,House,,219000,5.0,134.0,,0.0,,30.0,750.0,880.0,3.0,0.0,Good
828,11141187,3000,Leuven,Apartment,,399000,2.0,128.0,,,,20.0,110.0,,2.0,,
829,11141190,7700,Mouscron,House,Mixed-use-building,185000,6.0,255.0,,0.0,,,258.0,803.0,2.0,,To renovate
830,11141186,8300,Knokke-heist,Appartment,Penthouse,565000,2.0,87.0,,0.0,,9.0,,,2.0,0.0,As new
831,11141185,8300,Knokke-heist,Apartment,,2095000,3.0,150.0,,,,40.0,,,2.0,,As new
832,11141180,2100,Antwerpen%20deurne,Apartment,,379000,4.0,145.0,,,,,,,2.0,,Good
833,11141176,1310,La%20hulpe,House,,695000,4.0,216.0,,0.0,,50.0,878.0,878.0,4.0,,Good
834,11141175,3090,Overijse,Villa,,765000,3.0,200.0,,0.0,,30.0,1100.0,,4.0,0.0,As new
835,11141166,5310,Eghez%c3%a9e,New-real-estate-project-houses,,From 385000 To 400000,,,,,,,,,,,
836,11141171,3370,Boutersem,House,,389000,3.0,175.0,,0.0,,20.0,550.0,815.0,3.0,0.0,As new
837,11141172,1150,Woluwe-saint-pierre,House,,535000,3.0,,,0.0,,,100.0,151.0,2.0,0.0,To renovate
838,11141164,1300,Wavre,Flat-studio,,150000,,46.0,,0.0,,,,,,0.0,Good
839,11132746,9800,Deinze,New-real-estate-project-apartments,,From 405500 To 500000,,,,,,,,,,,
840,11131071,8300,Knokke-heist,Apartment,,445000,2.0,75.0,,1.0,,,,,2.0,0.0,Just renovated
841,11131105,3110,Rotselaar,New-real-estate-project-apartments,,From 359000 To 399000,,,,,,,,,,,
842,11130877,9000,Gent,New-real-estate-project-apartments,,From 369000 To 490000,,,,,,,,,,,
843,11130835,9051,Gent-sint-denijs-westrem,New-real-estate-project-apartments,,From 369000 To 490000,,,,,,,,,,,
844,11130722,1000,Brussels-city,Apartment,,549000,2.0,90.0,,0.0,,14.0,,,2.0,0.0,As new
845,11130629,1150,Woluwe-saint-pierre,New-real-estate-project-apartments,,From 681000 To 739000,,,,,,,,,,,
846,11132593,3020,Herent,Appartment,Loft,775000,2.0,258.0,,1.0,,,,,2.0,,Good
847,11130863,9000,Gent,New-real-estate-project-apartments,,From 1016000 To 1372000,,,,,,,,,,,
848,11138192,1070,Anderlecht,Apartment,,155000,1.0,62.0,,0.0,,9.0,,,2.0,0.0,Good
849,11132324,8300,Knokke-heist,New-real-estate-project-apartments,,1235000,,,,,,,,,,,
850,11137968,9600,Ronse,Apartment,,219000,2.0,95.0,,0.0,,10.0,,,2.0,0.0,As new
851,11130848,9830,Sint-martens-latem,New-real-estate-project-apartments,,From 1016000 To 1372000,,,,,,,,,,,
852,11077335,1040,Etterbeek,Appartment,Penthouse,525000,3.0,156.0,,0.0,,15.0,,,3.0,0.0,As new
853,11137641,2640,Mortsel,Apartment,,249000,1.0,83.0,,,,2.0,,,,,Good
854,11137767,1150,Woluwe-saint-pierre,Apartment,,400000,2.0,83.0,,0.0,,,,,2.0,,Just renovated
855,11129177,9300,Aalst,New-real-estate-project-apartments,,220851,,,,,,,,,,,
856,11139995,1140,Evere,Apartment,,225000,2.0,72.0,,0.0,,,,,,,To be done up
857,11132277,2100,Deurne,Apartment,,189000,3.0,97.0,,,,3.0,,,3.0,,Good
858,11129290,9800,Deinze,New-real-estate-project-apartments,,From 234000 To 339000,,,,,,,,,,,
859,11132105,2140,Borgerhout,Apartment,,239000,2.0,106.0,,,,6.0,,,3.0,,Good
860,11130031,9800,Deinze,New-real-estate-project-apartments,,269000,2.0,100.0,,,,6.0,,,2.0,,Good
861,11132255,2140,Borgerhout,Apartment,,264000,3.0,107.0,,,,7.0,,,4.0,,Just renovated
862,11128365,9800,Deinze,New-real-estate-project-apartments,,From 270000 To 420000,,,,,,,,,,,
863,11129211,1300,Wavre,Apartment,,From 270000 To 420000,,,,,,,,,,,
864,11131488,8370,Blankenberge,Apartment,,295000,2.0,68.0,,1.0,,,,,2.0,,Good
865,11141770,9320,Erembodegem,House,,385000,3.0,205.0,,,1.0,25.0,500.0,772.0,,,Good
866,11128597,4120,Neupre,Apartment,,279000,3.0,127.0,,1.0,,,,,2.0,,Good
867,11130032,9800,Deinze,New-real-estate-project-apartments,,363825,,,,,,,,,,,
868,11130030,9800,Astene,New-real-estate-project-apartments,,From 340000 To 1600000,,,,,,,,,,,
869,11141767,9032,Gent,House,,565000,4.0,248.0,,0.0,,,,421.0,3.0,,
870,11141768,9190,Stekene,House,,199000,2.0,111.0,,0.0,,,,130.0,2.0,0.0,
871,11141771,8300,Knokke-heist,Apartment,,975000,4.0,148.0,,,,,,,,,
872,11141765,6900,Marche-en-famenne,House,,185000,5.0,165.0,,0.0,,,382.0,6.0,3.0,,
873,11130468,2360,Oud-turnhout,New-real-estate-project-apartments,,From 272000 To 513190,,,,,,,,,,,
874,11141766,5501,Dinant,House,,199000,3.0,135.0,,0.0,,20.0,,136.0,3.0,,Just renovated
875,11004073,4432,Xhendremael,House,,320000,3.0,468.0,,,,,588.0,1175.0,3.0,,To be done up
876,11141764,4540,Amay,House,,99000,2.0,116.0,,,,,,207.0,3.0,,
877,11040584,4000,Li%c3%a8ge,Apartment,,169000,2.0,70.0,,,,,,,2.0,,As new
878,11013741,7160,Chapelle-lez-herlaimont,House,,299000,6.0,286.0,,,,50.0,320.0,500.0,2.0,,Good
879,11141761,2830,Willebroek,Apartment,,335000,2.0,89.0,,0.0,,40.0,,,2.0,,As new
880,11141763,2830,Willebroek,Apartment,,240000,2.0,60.0,,0.0,,37.0,,,2.0,,As new
881,11141759,1420,Braine-l%27alleud,House,,349000,3.0,135.0,,0.0,,,156.0,216.0,2.0,,Just renovated
882,10663943,2890,Puurs-sint-amands,House,,285000,3.0,180.0,,,,50.0,254.0,387.0,3.0,,To be done up
883,11141758,8300,Knokke-heist,Apartment,,2295000,2.0,79.0,,0.0,,12.0,,,2.0,0.0,Just renovated
884,11141754,4160,Anthisnes,House,Exceptional-property,474500,4.0,264.0,,1.0,,56.0,827.0,928.0,4.0,0.0,As new
885,11141749,2430,Laakdal,House,,350000,3.0,204.0,,,,24.0,,389.0,4.0,,As new
886,11141752,9400,Ninove,House,,295000,3.0,162.0,,0.0,,,,246.0,2.0,,Good
887,11141748,2270,Herenthout,House,Exceptional-property,649000,5.0,392.0,,0.0,,,,3313.0,4.0,,Good
888,11141746,3200,Aarschot,House,,445000,3.0,182.0,,,,,,624.0,4.0,,Good
889,11141747,3290,Diest,House,,349000,3.0,180.0,,0.0,,,,469.0,3.0,,Good
890,11141745,3130,Begijnendijk,House,,335000,3.0,157.0,,0.0,,60.0,,705.0,4.0,,To renovate
891,11141739,4420,Saint-nicolas,House,,149500,2.0,88.0,,0.0,,30.0,30.0,190.0,3.0,0.0,To be done up
892,11141736,4460,Grace-hollogne,House,,185000,2.0,80.0,,0.0,,14.0,51.0,140.0,2.0,0.0,Good
893,11141735,1170,Watermael-boitsfort,Apartment,,430000,3.0,107.0,,0.0,,,,,2.0,,Good
894,11141733,7041,Givry,House,,150000,2.0,98.0,,,,61.0,376.0,609.0,2.0,,Good
895,11141732,7130,Bray,House,,150000,2.0,98.0,,,,61.0,376.0,609.0,2.0,,Good
896,11141730,4020,Liege,Apartment,,159000,2.0,90.0,,,,,,,2.0,,Good
897,11141728,5060,Sambreville,House,,225000,2.0,132.0,,0.0,,13.0,,89.0,2.0,,Good
898,11141729,8940,Wervik,House,,172000,4.0,114.0,,,,,,131.0,,,Good
899,11133707,8790,Waregem,Appartment,Duplex,435000,4.0,246.0,,0.0,,12.0,,,2.0,0.0,As new
900,11118578,4020,Liege,Apartment,,185000,2.0,91.0,,0.0,,7.0,,,2.0,0.0,Good
901,11118180,7000,Mons,Apartment,,220000,2.0,80.0,,,,,,,,,Good
902,11133807,2000,Antwerp,Appartment,Duplex,1495000,3.0,125.0,,0.0,,85.0,,,2.0,0.0,As new
903,11118061,9890,Gavere,New-real-estate-project-apartments,,From 276075 To 442375,,,,,,,,,,,
904,11118009,9040,Gent,New-real-estate-project-apartments,,From 299000 To 695000,,,,,,,,,,,
905,11137654,1160,Auderghem,Flat-studio,,260500,,48.0,,0.0,,8.0,,,,0.0,
906,11129690,2600,Berchem,Apartment,,174000,2.0,83.0,,,,3.0,,,4.0,,To renovate
907,11129715,7060,Soignies,Apartment,,174000,2.0,83.0,,,,3.0,,,4.0,,To renovate
908,11138763,1000,Bruxelles,Apartment,,225000,1.0,50.0,,0.0,,,,,2.0,0.0,As new
909,11126198,8000,Brugge,Apartment,,315000,2.0,82.0,,0.0,,4.0,,,2.0,0.0,Good
910,11127583,1080,Molenbeek-saint-jean,Appartment,Penthouse,245000,3.0,121.0,,,,60.0,,,2.0,,To be done up
911,11125902,9000,Gent,Appartment,Service-flat,375000,2.0,86.0,,0.0,,,,,,0.0,As new
912,11112291,1070,Anderlecht,Apartment,,370000,3.0,118.0,,,,,,,3.0,,As new
913,11126241,9000,Gent,Apartment,,475000,3.0,104.0,,0.0,,8.0,,,2.0,0.0,As new
914,11113388,3000,Leuven,Apartment,,895000,2.0,121.0,,0.0,,17.0,,,4.0,,As new
915,11125617,1050,Ixelles,Apartment,,800000,2.0,150.0,,0.0,,,,,2.0,0.0,As new
916,11125618,1000,Bruxelles,Apartment,,800000,2.0,150.0,,0.0,,,,,2.0,0.0,As new
917,11113353,3000,Leuven,Apartment,,949000,2.0,121.0,,1.0,,17.0,,,4.0,,As new
918,11111910,1050,Ixelles,Apartment,,3297000,3.0,305.0,,0.0,,166.0,,,,0.0,As new
919,11131400,1150,Woluwe-saint-pierre,Appartment,Penthouse,398000,2.0,108.0,,,,21.0,,,2.0,0.0,Good
920,11131233,4340,Awans,Apartment,,289000,3.0,153.0,,0.0,,11.0,,,3.0,0.0,As new
921,11115447,1190,Forest,New-real-estate-project-apartments,,From 199000 To 399000,,,,,,,,,,,
922,11131897,9300,Aalst,Apartment,,549000,4.0,180.0,,,,15.0,,,2.0,,Good
923,11117182,6700,Arlon,New-real-estate-project-apartments,,From 172000 To 450000,,,,,,,,,,,
924,11115297,1080,Molenbeek-saint-jean,Apartment,,180000,2.0,80.0,,0.0,,7.0,,,2.0,0.0,Good
925,11117389,8370,Blankenberge,Apartment,,240000,2.0,77.0,,,,,,,2.0,,To be done up
926,11116006,1000,Brussels-city,Apartment,,250000,1.0,42.0,,0.0,,5.0,,,2.0,,Good
927,11140970,5000,Namur,House,Apartment-block,375000,5.0,,,,,,,100.0,2.0,,Good
928,11116504,2590,Berlaar,New-real-estate-project-apartments,,From 295000 To 320000,,,,,,,,,,,
929,11140969,5000,Namur,House,Mixed-use-building,950000,9.0,450.0,,1.0,,,,,2.0,,As new
930,11140968,1180,Uccle,Flat-studio,,195000,,38.0,,0.0,,,,,2.0,0.0,Just renovated
931,11140963,2930,Brasschaat,Apartment,,225000,2.0,104.0,,,,,,,2.0,,To renovate
932,11117092,9050,Gentbrugge,New-real-estate-project-apartments,,From 254000 To 620000,,,,,,,,,,,
933,11140962,1080,Sint-jans-molenbeek,Apartment,,235000,2.0,95.0,,0.0,,9.0,,,,0.0,Good
934,11140961,1670,Pepingen,House,,360000,3.0,91.0,,0.0,,,,1830.0,4.0,0.0,To be done up
935,11140957,9660,Brakel,House,,349000,3.0,135.0,,0.0,,,667.0,1198.0,4.0,1.0,Good
936,11140956,9600,Ronse,House,Mixed-use-building,265000,2.0,234.0,,0.0,,27.0,,133.0,2.0,0.0,As new
937,11140958,9600,Ronse,Villa,,309000,4.0,190.0,,0.0,,18.0,240.0,343.0,3.0,0.0,As new
938,11140947,4420,Saint-nicolas,House,,285000,2.0,105.0,,0.0,,30.0,350.0,430.0,2.0,0.0,As new
939,11140955,9600,Ronse,House,,109000,3.0,137.0,,0.0,,,20.0,110.0,2.0,,To renovate
940,11140948,6860,L%c3%a9glise,House,,309000,4.0,250.0,,0.0,,,,545.0,3.0,0.0,Good
941,10955499,7500,Tournai,Apartment,,210000,2.0,133.0,,0.0,,,,,2.0,0.0,As new
942,11140943,7100,La%20louviere,Apartment,,194500,2.0,87.0,,0.0,,5.0,,,,,As new
943,11140944,6060,Gilly,House,Town-house,139000,2.0,170.0,,0.0,,,,,2.0,,To be done up
944,11140942,7100,La%20louviere,Appartment,Ground-floor,174500,1.0,75.0,,0.0,,6.0,,,,,As new
945,11140941,7070,Le%20roeulx,Apartment,,185000,1.0,68.0,,,,,,,,,Good
946,11140936,7640,Antoing,Country-cottage,,275000,3.0,176.0,,,,,,,4.0,,As new
947,11140937,7971,Beloeil%20bas%c3%a8cles,House,,285000,3.0,189.0,,,,30.0,,2930.0,3.0,,As new
948,10923582,7020,Nimy,Apartment,,180000,2.0,80.0,,0.0,,,,,,,Good
949,11140938,7033,Mons,House,,138000,2.0,92.0,,,,,,,2.0,,Good
950,11140935,7640,Antoing,House,,98000,3.0,118.0,,,,15.0,,1780.0,4.0,,To renovate
951,11140934,7190,%c3%a0caussinnes,House,,198000,3.0,152.0,,,,,,160.0,3.0,,Good
952,11140933,7603,P%c3%a9ruwelz,House,,128000,2.0,208.0,,,,,,,3.0,,To be done up
953,11140927,7700,Mouscron,Apartment,,199000,2.0,116.0,,0.0,,,,,2.0,,Good
954,11140930,6001,Marcinelle,Villa,,230000,3.0,158.0,,0.0,,,800.0,1157.0,4.0,0.0,To renovate
955,11140931,6001,Marcinelle,Apartment,,110000,1.0,52.0,,0.0,,,,,2.0,,Good
956,11140932,7160,Chapelle-lez-herlaimont,Apartment,,139000,2.0,65.0,,0.0,,2.0,,,2.0,0.0,Good
957,11140929,8930,Rekkem,House,,219000,5.0,141.0,,0.0,,,750.0,880.0,3.0,0.0,Good
958,11022990,5650,Walcourt,House,,130000,5.0,299.0,,0.0,,,,,3.0,,To renovate
959,11115039,1040,Etterbeek,Apartment,,379000,2.0,116.0,,1.0,,4.0,30.0,,2.0,0.0,As new
960,11115063,9000,Gent,Apartment,,348000,2.0,55.0,,0.0,,2.0,,,3.0,0.0,Good
961,11115052,9000,Gent,Apartment,,359000,2.0,92.0,,,,18.0,,,2.0,,Good
962,11120014,9000,Gent,Apartment,,419000,3.0,140.0,,0.0,,15.0,,,2.0,0.0,As new
963,11138062,6890,Libin,Apartment,,269900,3.0,91.0,,0.0,,10.0,40.0,,3.0,0.0,Good
964,11124643,4300,Waremme,Apartment,,200000,3.0,105.0,,0.0,,,,,3.0,0.0,Good
965,11115129,1420,Braine-lalleud,New-real-estate-project-apartments,,From 476200 To 476600,,,,,,,,,,,
966,11138213,1933,Zaventem,Apartment,,459000,2.0,80.0,,0.0,,10.0,43.0,,2.0,0.0,Just renovated
967,10289588,8300,Knokke-heist,Apartment,,From 476200 To 476600,,,,,,,,,,,
968,11123638,1140,Evere,Apartment,,299000,3.0,106.0,,0.0,,2.0,,,,0.0,Good
969,11109502,1000,Bruxelles,Apartment,,325000,2.0,92.0,,,,,,,4.0,0.0,As new
970,11122892,1050,Ixelles,Apartment,,360000,3.0,110.0,,0.0,,,,,2.0,0.0,To renovate
971,11109851,1050,Ixelles,Apartment,,528000,2.0,98.0,,0.0,,10.0,,,2.0,,As new
972,11123964,8670,Oostduinkerke,Apartment,,325000,3.0,81.0,,,,,,,4.0,,To be done up
973,11109501,1000,Bruxelles,Apartment,,364000,2.0,92.0,,,,8.0,,,4.0,0.0,As new
974,11109500,1000,Bruxelles,Apartment,,365000,2.0,99.0,,0.0,,10.0,,,4.0,0.0,As new
975,11130846,9051,Gent-sint-denijs-westrem,Apartment,,398000,2.0,94.0,,0.0,,4.0,,,2.0,0.0,As new
976,11132447,1070,Anderlecht,Apartment,,169000,1.0,46.0,,,,2.0,,,2.0,,Good
977,11111977,1020,Bruxelles,Apartment,,208000,2.0,78.0,,0.0,,10.0,,,2.0,0.0,Good
978,11113152,6700,Arlon,Apartment,,255000,2.0,92.0,,,,,,,,0.0,Good
979,11128094,2600,Berchem,Apartment,,295000,2.0,100.0,,,,17.0,,,,,Just renovated
980,11112295,1000,Bruxelles,New-real-estate-project-apartments,,From 265000 To 480000,,,,,,,,,,,
981,11130658,2660,Hoboken,Apartment,,245000,2.0,95.0,,,,8.0,,,3.0,,As new
982,11113298,2640,Mortsel,Apartment,,272000,2.0,85.0,,,,11.0,,,,,Good
983,11112698,6900,Marche-en-famenne,New-real-estate-project-apartments,,From 270983 To 337645,,,,,,,,,,,
984,11112306,1140,Evere,New-real-estate-project-apartments,,From 349000 To 545000,,,,,,,,,,,
985,11116035,9000,Gent,Apartment,,395000,2.0,104.0,,,,14.0,,,2.0,,Good
986,11114062,1180,Uccle,New-real-estate-project-apartments,,From 490000 To 895000,,,,,,,,,,,
987,11140926,6280,Gerpinnes%20loverval,Villa,,239000,3.0,,,,,,,,4.0,,To renovate
988,11140925,5651,Walcourt%20thy-le-ch%c3%a2teau,House,,285000,3.0,,,,,,,,4.0,,As new
989,11115967,2018,Antwerpen,Apartment,,294000,1.0,85.0,,,,5.0,,,2.0,,Just renovated
990,11117128,9820,Merelbeke,New-real-estate-project-apartments,,From 495000 To 715000,,,,,,,,,,,
991,11140923,5570,Beauraing,House,,198000,2.0,123.0,,0.0,,,137.0,260.0,3.0,,Good
992,11140924,5555,Graide,House,,300000,3.0,234.0,,0.0,,,279.0,413.0,2.0,,As new
993,11140922,4040,Herstal,House,,110000,2.0,64.0,,,,16.0,115.0,165.0,2.0,0.0,To be done up
994,11140921,9000,Gent,Apartment,,499000,3.0,125.0,,0.0,,26.0,,,2.0,0.0,As new
995,11140920,9000,Gent,House,,550000,7.0,340.0,,0.0,,21.0,,151.0,2.0,0.0,Good
996,11140918,8300,Knokke-heist,House,Apartment-block,750000,4.0,128.0,,0.0,,,,77.0,2.0,,To restore
997,11140919,9506,Geraardsbergen%20grimminge,Villa,,699000,5.0,256.0,,0.0,,45.0,3661.0,3828.0,4.0,0.0,As new
998,11140916,9040,Gent%20sint-amandsberg,House,,449000,3.0,185.0,,0.0,,17.0,,,2.0,0.0,As new
999,11140901,9810,Nazareth,New-real-estate-project-houses,,From 335600 To 438200,,,,,,,,,,,
1000,11140915,9810,Nazareth,House,Town-house,335600,3.0,169.0,,0.0,,,,138.0,2.0,,As new
1001,11140913,9810,Nazareth,House,,438200,4.0,169.0,,0.0,,,,517.0,3.0,,As new
1002,11140914,9810,Nazareth,House,Town-house,335600,3.0,169.0,,0.0,,,,138.0,2.0,,As new
1003,11140889,9890,Gavere,New-real-estate-project-apartments,,From 268700 To 368500,,,,,,,,,,,
1004,11140887,9890,Gavere,Apartment,,373650,2.0,126.0,,0.0,,11.0,,,4.0,0.0,As new
1005,11140886,9890,Gavere,Appartment,Ground-floor,268700,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
1006,11140888,9890,Gavere,Appartment,Ground-floor,308325,2.0,95.0,,0.0,,11.0,,,4.0,,As new
1007,11140883,9890,Gavere,Appartment,Duplex,438875,3.0,146.0,,0.0,,11.0,,,4.0,0.0,As new
1008,11140885,9890,Gavere,Appartment,Ground-floor,285325,1.0,85.0,,0.0,,11.0,,,4.0,0.0,As new
1009,11140884,9890,Gavere,Appartment,Ground-floor,347510,2.0,111.0,,0.0,,10.0,,,4.0,0.0,As new
1010,11140881,9890,Gavere,Apartment,,269700,1.0,76.0,,0.0,,11.0,,,4.0,,As new
1011,11140880,9890,Gavere,Apartment,,275450,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
1012,11140882,9890,Gavere,Appartment,Duplex,442375,3.0,148.0,,0.0,,11.0,,,4.0,0.0,As new
1013,11140879,9890,Gavere,Apartment,,377150,3.0,126.0,,0.0,,11.0,,,4.0,0.0,As new
1014,11140878,9890,Gavere,Appartment,Ground-floor,276075,1.0,86.0,,0.0,,11.0,,,4.0,0.0,As new
1015,11140876,9890,Gavere,Apartment,,279200,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
1016,11140877,9890,Gavere,Apartment,,419760,2.0,165.0,,0.0,,11.0,,,4.0,0.0,As new
1017,11140840,9030,Gent%20mariakerke,House,,429250,4.0,157.0,,,,14.0,45.0,160.0,3.0,0.0,
1018,11135516,9000,Gent,Apartment,,346500,1.0,88.0,,1.0,,22.0,,,2.0,0.0,As new
1019,11137134,9052,Zwijnaarde,New-real-estate-project-apartments,,From 312000 To 685000,,,,,,,,,,,
1020,11135485,9051,Gent-sint-denijs-westrem,New-real-estate-project-apartments,,From 1016000 To 1372000,,,,,,,,,,,
1021,11135562,1000,Bruxelles,Apartment,,499000,2.0,85.0,,0.0,,7.0,,,2.0,0.0,Good
1022,11140841,9890,Gavere,New-real-estate-project-apartments,,From 268700 To 442375,,,,,,,,,,,
1023,11136014,9800,Deinze,Appartment,Penthouse,375000,2.0,82.0,,0.0,,28.0,,,2.0,0.0,As new
1024,11136016,9800,Deinze,Apartment,,270000,1.0,61.0,,0.0,,10.0,,,2.0,0.0,As new
1025,11136017,9800,Deinze,Apartment,,395000,2.0,99.0,,0.0,,12.0,,,2.0,0.0,As new
1026,11136533,2900,Schoten,Apartment,,295000,2.0,110.0,,,,6.0,,,2.0,,Good
1027,11135393,1180,Uccle,Appartment,Penthouse,850000,5.0,195.0,,0.0,,17.0,,,3.0,0.0,As new
1028,11136015,9800,Deinze,Appartment,Penthouse,400000,2.0,85.0,,0.0,,28.0,,,2.0,0.0,As new
